"","...1","Date","Competition","...4","VT","UB","BB","FX","AA","Full_Name","Nation","Birthdate","comp_year","Comp_Year","Age"
"185",185,"May 21-25","Argentinian Club Championships","AA",13.45,11.6,11.75,13,49.8,"Martina Dominici","Argentina",2002-01-03,NA,2021,21
"186",186,"17-Nov","Argentinian Championships","AA",13.433,NA,NA,NA,NA,"Martina Dominici","Argentina",2002-01-03,NA,2019,21
"187",187,"Oct 25-Nov 3","World Championships","QF",13.466,13.033,12.166,12.333,50.998,"Martina Dominici","Argentina",2002-01-03,NA,2019,21
"188",188,"Sep 14-16","Pan American Championships","TF",13.5,13.133,12.733,NA,NA,"Martina Dominici","Argentina",2002-01-03,NA,2019,21
"189",189,"Sep 14-16","Pan American Championships","AA",13.7,13.267,12.4,11.933,51.3,"Martina Dominici","Argentina",2002-01-03,NA,2019,21
"190",190,"May 25-30","Argentinian Club Championships","AA",13.733,10.8,12.3,12.8,49.633,"Martina Dominici","Argentina",2002-01-03,NA,2019,21
"191",191,"May 25-30","South American Games","EF",13,13.3,12.675,12.775,NA,"Martina Dominici","Argentina",2002-01-03,NA,2019,21
"192",192,"May 25-30","South American Games","AA",14.033,13.3,12.667,13.1,53.1,"Martina Dominici","Argentina",2002-01-03,NA,2019,21
"193",193,"Apr 27-29","Pacific Rim Championships","EF",NA,12.6,12.5,12.55,NA,"Martina Dominici","Argentina",2002-01-03,NA,2019,21
"194",194,"Apr 27-29","Pacific Rim Championships","AA",13.6,12.2,12.35,12.9,51.05,"Martina Dominici","Argentina",2002-01-03,NA,2019,21
"195",195,"Mar 9-11","International Gymnix","EF",14.125,NA,NA,NA,NA,"Martina Dominici","Argentina",2002-01-03,NA,2019,21
"196",196,"Mar 9-11","International Gymnix","AA",13.05,12.434,11.967,11.5,48.951,"Martina Dominici","Argentina",2002-01-03,NA,2019,21
"197",197,"Nov 25-26","Top Gym Tournament","EF",13.85,12.8,12.15,NA,NA,"Martina Dominici","Argentina",2002-01-03,NA,2018,21
"198",198,"Nov 25-26","Top Gym Tournament","AA",14.066,12.8,12.35,13.3,52.516,"Martina Dominici","Argentina",2002-01-03,NA,2018,21
"199",199,"Sep 18-24","South American Junior Championships","EF",13.5,13.167,12.9,12.867,NA,"Martina Dominici","Argentina",2002-01-03,NA,2018,21
"200",200,"Sep 18-24","South American Junior Championships","AA",13.65,13.3,12.3,12.6,51.85,"Martina Dominici","Argentina",2002-01-03,NA,2018,21
"201",201,"Jun 28-Jul 1","Argentinian Championships","AA",13.533,12.4,13.133,12.45,51.517,"Martina Dominici","Argentina",2002-01-03,NA,2018,21
"202",202,"Mar 10-12","International Gymnix","EF",13.025,12,NA,NA,NA,"Martina Dominici","Argentina",2002-01-03,NA,2018,21
"203",203,"Mar 10-12","International Gymnix","AA",13.367,13,11.2,12.067,49.634,"Martina Dominici","Argentina",2002-01-03,NA,2018,21
"204",204,"Oct 24-31","South American Junior Championships","EF",13.667,12.133,NA,13.433,NA,"Martina Dominici","Argentina",2002-01-03,NA,2017,21
"205",205,"Oct 24-31","South American Junior Championships","AA",14.2,13,11.7,13.4,52.3,"Martina Dominici","Argentina",2002-01-03,NA,2017,21
"206",206,"Sep 12-18","Pan American Championships","EF",14.025,10.725,NA,13.125,NA,"Martina Dominici","Argentina",2002-01-03,NA,2017,21
"207",207,"Sep 12-18","Pan American Championships","AA",14,12,11.5,13.6,51.1,"Martina Dominici","Argentina",2002-01-03,NA,2017,21
"208",208,"Aug 22-25","South American Junior Championships","EF",12.725,12.225,11.45,12.15,NA,"Martina Dominici","Argentina",2002-01-03,NA,2016,21
"209",209,"Aug 22-25","South American Junior Championships","AA",12.8,11.4,12.75,12.667,49.617,"Martina Dominici","Argentina",2002-01-03,NA,2016,21
"210",210,"Nov 17-19","Argentinian Championships","EF",12.9,NA,NA,NA,NA,"Lucila Estarli","Argentina",1993-11-02,NA,2023,30
"211",211,"Nov 17-19","Argentinian Championships","AA",12.7,10.967,11.033,11.933,46.633,"Lucila Estarli","Argentina",1993-11-02,NA,2023,30
"212",212,"Aug 18-22","South American Championships","EF",12.688,NA,NA,NA,NA,"Lucila Estarli","Argentina",1993-11-02,NA,2023,30
"213",213,"Aug 18-22","South American Championships","AA",12.4,NA,NA,11.6,NA,"Lucila Estarli","Argentina",1993-11-02,NA,2023,30
"214",214,"Aug 20-24","Argentinian Championships","EF",13.2,NA,11.1,NA,NA,"Lucila Estarli","Argentina",1993-11-02,NA,2022,30
"215",215,"Aug 20-24","Argentinian Championships","AA",13.05,10.15,11.45,9.8,44.45,"Lucila Estarli","Argentina",1993-11-02,NA,2022,30
"216",216,"17-Nov","Argentinian Championships","EF",11.333,NA,12.3,NA,NA,"Lucila Estarli","Argentina",1993-11-02,NA,2019,30
"217",217,"17-Nov","Argentinian Championships","AA",13.4,9.767,12.133,10.833,46.133,"Lucila Estarli","Argentina",1993-11-02,NA,2019,30
"218",218,"Jun 27-30","Argentinian Club Championships","AA",12.933,9.5,11,11.3,44.733,"Lucila Estarli","Argentina",1993-11-02,NA,2019,30
"219",219,"Oct 4-13","World Championships","QF",NA,NA,11.233,12.433,NA,"Luna Fernandez","Argentina",2003-06-23,NA,2021,20
"220",220,"Aug 20-24","Argentinian Championships","EF",NA,11.1,NA,NA,NA,"Luna Fernandez","Argentina",2003-06-23,NA,2021,20
"221",221,"Aug 20-24","Argentinian Championships","AA",13.4,12.55,12.3,12.55,50.8,"Luna Fernandez","Argentina",2003-06-23,NA,2021,20
"222",222,"Jul 26-31","Pan American Games","AA",13.35,12.75,12,12.35,50.45,"Luna Fernandez","Argentina",2003-06-23,NA,2021,20
"223",223,"Jul 26-31","Pan American Games","QF",11.65,12.3,11.75,11.8,47.5,"Luna Fernandez","Argentina",2003-06-23,NA,2021,20
"224",224,"Jun 18-23","South American Championships","EF",NA,11.967,NA,NA,NA,"Luna Fernandez","Argentina",2003-06-23,NA,2021,20
"225",225,"Jun 18-23","South American Championships","AA",13.433,12.433,10.1,11.833,47.799,"Luna Fernandez","Argentina",2003-06-23,NA,2021,20
"226",226,"Jun 8-9","FIT Challenge","TF",13.133,NA,12.133,12.4,NA,"Luna Fernandez","Argentina",2003-06-23,NA,2021,20
"227",227,"Jun 8-9","FIT Challenge","AA",13.333,12.033,11.633,12.566,49.565,"Luna Fernandez","Argentina",2003-06-23,NA,2021,20
"228",228,"May 21-25","Argentinian Club Championships","AA",13.05,8.2,12,12.6,45.85,"Luna Fernandez","Argentina",2003-06-23,NA,2021,20
"229",229,"17-Nov","Argentinian Championships","EF",12.633,11.433,NA,13,NA,"Luna Fernandez","Argentina",2003-06-23,NA,2019,20
"230",230,"17-Nov","Argentinian Championships","AA",13.567,11.667,11.233,12.633,49.1,"Luna Fernandez","Argentina",2003-06-23,NA,2019,20
"231",231,"Oct 17-21","South American Junior Championships","EF",12.917,9.933,12.067,12.467,NA,"Luna Fernandez","Argentina",2003-06-23,NA,2019,20
"232",232,"Oct 17-21","South American Junior Championships","AA",12.567,12.3,12,NA,NA,"Luna Fernandez","Argentina",2003-06-23,NA,2019,20
"233",233,"Jun 27-30","Argentinian Club Championships","AA",13.1,11.1,12.7,12.85,49.75,"Luna Fernandez","Argentina",2003-06-23,NA,2019,20
"234",234,"Jun 9-16","Junior Pan American Championships","EF",12.8,NA,NA,12.375,NA,"Luna Fernandez","Argentina",2003-06-23,NA,2019,20
"235",235,"Jun 9-16","Junior Pan American Championships","AA",13.15,11.3,12.2,12.45,49.1,"Luna Fernandez","Argentina",2003-06-23,NA,2019,20
"236",236,"Apr 27-29","Pacific Rim Championships","EF",NA,NA,NA,12.2,NA,"Luna Fernandez","Argentina",2003-06-23,NA,2019,20
"237",237,"Apr 27-29","Pacific Rim Championships","AA",13,11.1,11.35,12.45,47.9,"Luna Fernandez","Argentina",2003-06-23,NA,2019,20
"238",238,"Sep 29-Oct 8","South American Youth Games","EF",13.05,12.15,NA,12.675,NA,"Luna Fernandez","Argentina",2003-06-23,NA,2018,20
"239",239,"Sep 29-Oct 8","South American Youth Games","AA",13.567,12,11.533,12.799,49.8,"Luna Fernandez","Argentina",2003-06-23,NA,2018,20
"240",240,"Sep 18-24","South American Junior Championships","EF",NA,11,NA,NA,NA,"Luna Fernandez","Argentina",2003-06-23,NA,2018,20
"241",241,"Sep 18-24","South American Junior Championships","AA",13.45,12.45,10.5,11.75,48.15,"Luna Fernandez","Argentina",2003-06-23,NA,2018,20
"242",242,"Jun 28-Jul 1","Argentinian Championships","AA",12.833,10.1,12.167,12.3,47.4,"Luna Fernandez","Argentina",2003-06-23,NA,2018,20
"243",243,"17-Nov","Argentinian Championships","AA",12.4,8.9,11,12.167,44.467,"Aimara Gómez","Argentina",2004-08-31,NA,2019,19
"244",244,"Jun 27-30","Argentinian Club Championships","AA",12.5,NA,11.35,11,NA,"Aimara Gómez","Argentina",2004-08-31,NA,2019,19
"245",245,"Jun 28-Jul 1","Argentinian Championships","AA",12.667,7.95,12.2,12.35,45.167,"Aimara Gómez","Argentina",2004-08-31,NA,2018,19
"246",246,"Nov 26-27","Top Gym Tournament","EF",12.683,NA,NA,12.3,NA,"Nicole Iribarne Aparicio","Argentina",2007-01-01,NA,2023,16
"247",247,"Nov 26-27","Top Gym Tournament","AA",12.95,10.55,11.7,10.9,46.1,"Nicole Iribarne Aparicio","Argentina",2007-01-01,NA,2023,16
"248",248,"Nov 18-20","1st Spanish League","AA",12.1,11.667,NA,12.067,NA,"Nicole Iribarne Aparicio","Argentina",2007-01-01,NA,2023,16
"249",249,"Jul 14-17","Pan American Championships","EF",12.267,NA,NA,NA,NA,"Nicole Iribarne Aparicio","Argentina",2007-01-01,NA,2023,16
"250",250,"Jul 14-17","Pan American Championships","AA",13,10.733,10.1,11.633,45.466,"Nicole Iribarne Aparicio","Argentina",2007-01-01,NA,2023,16
"251",251,"Apr 28-May 1","South American Junior Games","EF",12.783,NA,NA,NA,NA,"Nicole Iribarne Aparicio","Argentina",2007-01-01,NA,2023,16
"252",252,"Apr 28-May 1","South American Junior Games","AA",13.133,10.867,10.6,11.967,46.567,"Nicole Iribarne Aparicio","Argentina",2007-01-01,NA,2023,16
"253",253,"Nov 25-Dec 5","Junior Pan American Games","EF",12.949,NA,NA,12.133,NA,"Nicole Iribarne Aparicio","Argentina",2007-01-01,NA,2022,16
"254",254,"Nov 25-Dec 5","Junior Pan American Games","AA",13.65,10.95,10,11.85,46.45,"Nicole Iribarne Aparicio","Argentina",2007-01-01,NA,2022,16
"255",255,"Jun 18-20","Junior Pan American Championships","EF",12.834,NA,9.667,12.467,NA,"Nicole Iribarne Aparicio","Argentina",2007-01-01,NA,2022,16
"256",256,"Jun 18-20","Junior Pan American Championships","AA",13.6,10.85,12.05,13.05,49.55,"Nicole Iribarne Aparicio","Argentina",2007-01-01,NA,2022,16
"257",257,"Jun 8-9","FIT Challenge","AA",11.9,10.95,11.65,12.15,46.65,"Nicole Iribarne Aparicio","Argentina",2007-01-01,NA,2021,16
"258",258,"Jun 27-30","Argentinian Club Championships","AA",12.167,10,11.5,12.2,45.867,"Nicole Iribarne Aparicio","Argentina",2007-01-01,NA,2019,16
"259",259,"Nov 17-19","Argentinian Championships","EF",NA,11.533,NA,NA,NA,"Sira Macias","Argentina",2001-10-26,NA,2023,22
"260",260,"Nov 17-19","Argentinian Championships","AA",NA,12.7,11.133,NA,NA,"Sira Macias","Argentina",2001-10-26,NA,2023,22
"261",261,"Oct 29-Nov 6","World Championships","QF",12.766,12.733,NA,12.033,NA,"Sira Macias","Argentina",2001-10-26,NA,2023,22
"262",262,"Oct 4-8","South American Games","AA",12.6,12.4,11.6,12.3,48.9,"Sira Macias","Argentina",2001-10-26,NA,2023,22
"263",263,"Sep 24-25","Paris Challenge Cup","QF",NA,11.15,NA,11.8,NA,"Sira Macias","Argentina",2001-10-26,NA,2023,22
"264",264,"Aug 18-22","South American Championships","EF",NA,12.125,NA,NA,NA,"Sira Macias","Argentina",2001-10-26,NA,2023,22
"265",265,"Aug 18-22","South American Championships","AA",12.6,12.05,11.2,12.25,48.1,"Sira Macias","Argentina",2001-10-26,NA,2023,22
"266",266,"Jul 14-17","Pan American Championships","TF",NA,13.2,NA,11.367,NA,"Sira Macias","Argentina",2001-10-26,NA,2023,22
"267",267,"Jul 14-17","Pan American Championships","AA",NA,13.033,NA,NA,NA,"Sira Macias","Argentina",2001-10-26,NA,2023,22
"268",268,"Sep 14-15","Paris Challenge Cup","EF",NA,NA,NA,11.7,NA,"Sira Macias","Argentina",2001-10-26,NA,2022,22
"269",269,"Sep 14-15","Paris Challenge Cup","AA",NA,12.65,10.45,12.65,NA,"Sira Macias","Argentina",2001-10-26,NA,2022,22
"270",270,"Sep 6-8","Szombathely Challenge Cup","EF",NA,11.6,NA,NA,NA,"Sira Macias","Argentina",2001-10-26,NA,2022,22
"271",271,"Sep 6-8","Szombathely Challenge Cup","AA",NA,12.5,11.35,10.9,NA,"Sira Macias","Argentina",2001-10-26,NA,2022,22
"272",272,"Aug 20-24","Argentinian Championships","EF",NA,12.15,11.1,NA,NA,"Sira Macias","Argentina",2001-10-26,NA,2022,22
"273",273,"Aug 20-24","Argentinian Championships","AA",13.5,12.35,12.25,11.35,49.45,"Sira Macias","Argentina",2001-10-26,NA,2022,22
"274",274,"Jun 18-23","South American Championships","AA",13.233,NA,NA,11.533,NA,"Sira Macias","Argentina",2001-10-26,NA,2022,22
"275",275,"Jun 8-9","FIT Challenge","TF",13.2,11.766,NA,12,NA,"Sira Macias","Argentina",2001-10-26,NA,2022,22
"276",276,"Jun 8-9","FIT Challenge","AA",13.633,12.4,11.6,12.466,50.099,"Sira Macias","Argentina",2001-10-26,NA,2022,22
"277",277,"May 21-25","Argentinian Club Championships","AA",13.25,11.65,11.9,11.95,48.75,"Sira Macias","Argentina",2001-10-26,NA,2022,22
"278",278,"17-Nov","Argentinian Championships","EF",NA,NA,NA,12.533,NA,"Sira Macias","Argentina",2001-10-26,NA,2019,22
"279",279,"17-Nov","Argentinian Championships","AA",12.1,11.2,10.567,12.567,46.433,"Sira Macias","Argentina",2001-10-26,NA,2019,22
"280",280,"Jun 27-30","Argentinian Club Championships","AA",NA,9.25,NA,NA,NA,"Sira Macias","Argentina",2001-10-26,NA,2019,22
"281",281,"Dec 8-12","South American Championships","EF",NA,NA,12.1,13.033,NA,"Abigail Magistrati","Argentina",2003-12-29,NA,2022,20
"282",282,"Dec 8-12","South American Championships","AA",13.25,10.85,12.9,12.95,49.95,"Abigail Magistrati","Argentina",2003-12-29,NA,2022,20
"283",283,"Jul 23-Aug 8","Olympic Games","QF",13.366,11.533,11.233,12.133,48.265,"Abigail Magistrati","Argentina",2003-12-29,NA,2022,20
"284",284,"Jun 4-6","Pan American Championships","EF",NA,NA,10.867,12.333,NA,"Abigail Magistrati","Argentina",2003-12-29,NA,2022,20
"285",285,"Jun 4-6","Pan American Championships","AA",11.433,11.3,13.2,12.5,48.433,"Abigail Magistrati","Argentina",2003-12-29,NA,2022,20
"286",286,"Oct 4-13","World Championships","QF",14.4,12.866,12,12.766,52.032,"Abigail Magistrati","Argentina",2003-12-29,NA,2021,20
"287",287,"Aug 20-24","Argentinian Championships","EF",NA,NA,NA,13.2,NA,"Abigail Magistrati","Argentina",2003-12-29,NA,2021,20
"288",288,"Aug 20-24","Argentinian Championships","AA",14,11.95,11.15,13.1,50.2,"Abigail Magistrati","Argentina",2003-12-29,NA,2021,20
"289",289,"Jul 26-31","Pan American Games","EF",NA,12.2,NA,12.866,NA,"Abigail Magistrati","Argentina",2003-12-29,NA,2021,20
"290",290,"Jul 26-31","Pan American Games","QF",NA,13,11.95,13.1,NA,"Abigail Magistrati","Argentina",2003-12-29,NA,2021,20
"291",291,"Jun 18-23","South American Championships","EF",NA,NA,12.167,11.1,NA,"Abigail Magistrati","Argentina",2003-12-29,NA,2021,20
"292",292,"Jun 18-23","South American Championships","AA",14.233,11.8,12.267,13.3,51.6,"Abigail Magistrati","Argentina",2003-12-29,NA,2021,20
"293",293,"May 21-25","Argentinian Club Championships","AA",13.35,12.3,13.4,12.6,51.65,"Abigail Magistrati","Argentina",2003-12-29,NA,2021,20
"294",294,"17-Nov","Argentinian Championships","EF",13.583,10.467,NA,NA,NA,"Abigail Magistrati","Argentina",2003-12-29,NA,2019,20
"295",295,"17-Nov","Argentinian Championships","AA",13.433,12.1,10.133,12.033,47.7,"Abigail Magistrati","Argentina",2003-12-29,NA,2019,20
"296",296,"Oct 17-21","South American Junior Championships","EF",13.45,12.067,NA,NA,NA,"Abigail Magistrati","Argentina",2003-12-29,NA,2019,20
"297",297,"Oct 17-21","South American Junior Championships","AA",10.833,13.1,12.233,11,47.166,"Abigail Magistrati","Argentina",2003-12-29,NA,2019,20
"298",298,"Jun 27-30","Argentinian Club Championships","AA",12.767,11.85,13.15,11.55,49.317,"Abigail Magistrati","Argentina",2003-12-29,NA,2019,20
"299",299,"Jun 9-16","Junior Pan American Championships","EF",NA,12.1,12.275,NA,NA,"Abigail Magistrati","Argentina",2003-12-29,NA,2019,20
"300",300,"Jun 9-16","Junior Pan American Championships","AA",12.95,11.65,12.6,11.9,49.1,"Abigail Magistrati","Argentina",2003-12-29,NA,2019,20
"301",301,"Apr 27-29","Pacific Rim Championships","EF",NA,11.85,11.7,NA,NA,"Abigail Magistrati","Argentina",2003-12-29,NA,2019,20
"302",302,"Apr 27-29","Pacific Rim Championships","AA",13.3,11.9,12.25,11.2,48.65,"Abigail Magistrati","Argentina",2003-12-29,NA,2019,20
"303",303,"Sep 29-Oct 8","South American Youth Games","EF",13.025,12.375,NA,NA,NA,"Abigail Magistrati","Argentina",2003-12-29,NA,2018,20
"304",304,"Sep 29-Oct 8","South American Youth Games","AA",13.233,12.233,11.967,11.133,48.566,"Abigail Magistrati","Argentina",2003-12-29,NA,2018,20
"305",305,"Sep 18-24","South American Junior Championships","EF",13.167,NA,NA,12.2,NA,"Abigail Magistrati","Argentina",2003-12-29,NA,2018,20
"306",306,"Sep 18-24","South American Junior Championships","AA",13.4,12.45,11.1,13.05,50,"Abigail Magistrati","Argentina",2003-12-29,NA,2018,20
"307",307,"Jun 28-Jul 1","Argentinian Championships","AA",12.867,9.5,10.167,11.6,44.133,"Abigail Magistrati","Argentina",2003-12-29,NA,2018,20
"308",308,"Nov 26-27","Top Gym Tournament","EF",12.766,NA,NA,12.35,NA,"Mia Giuliana Mainardi","Argentina",2008-04-17,NA,2023,15
"309",309,"Nov 26-27","Top Gym Tournament","AA",13,11.7,9.866,12.1,46.666,"Mia Giuliana Mainardi","Argentina",2008-04-17,NA,2023,15
"310",310,"Nov 17-19","Argentinian Championships","AA",13.333,10.9,9.5,12.4,46.133,"Mia Giuliana Mainardi","Argentina",2008-04-17,NA,2023,15
"311",311,"Jul 14-17","Pan American Championships","EF",NA,11.033,10.867,12.933,NA,"Mia Giuliana Mainardi","Argentina",2008-04-17,NA,2023,15
"312",312,"Jul 14-17","Pan American Championships","AA",12.867,11.533,12.1,12.6,49.1,"Mia Giuliana Mainardi","Argentina",2008-04-17,NA,2023,15
"313",313,"Apr 28-May 1","South American Junior Games","EF",12.85,11.333,11.233,12.8,NA,"Mia Giuliana Mainardi","Argentina",2008-04-17,NA,2023,15
"314",314,"Apr 28-May 1","South American Junior Games","AA",13.1,11.133,12.633,12.667,49.533,"Mia Giuliana Mainardi","Argentina",2008-04-17,NA,2023,15
"315",315,"Nov 11-15","South American Junior Championships","AA",12.933,11.4,11.167,13,48.5,"Mia Giuliana Mainardi","Argentina",2008-04-17,NA,2022,15
"316",316,"Jun 18-20","Junior Pan American Championships","AA",12.45,10.8,10.35,12.4,46,"Mia Giuliana Mainardi","Argentina",2008-04-17,NA,2022,15
"317",317,"Nov 17-19","Argentinian Championships","EF",NA,11.233,11.767,NA,NA,"Leila Guadalupe Martinez","Argentina",2005-02-27,NA,2023,18
"318",318,"Nov 17-19","Argentinian Championships","AA",NA,12.1,11.8,NA,NA,"Leila Guadalupe Martinez","Argentina",2005-02-27,NA,2023,18
"319",319,"Oct 29-Nov 6","World Championships","QF",12.666,NA,10.8,12.1,NA,"Leila Guadalupe Martinez","Argentina",2005-02-27,NA,2023,18
"320",320,"Oct 4-8","South American Games","AA",12.4,11.733,11.033,11.8,46.966,"Leila Guadalupe Martinez","Argentina",2005-02-27,NA,2023,18
"321",321,"Sep 24-25","Paris Challenge Cup","QF",NA,NA,11.55,NA,NA,"Leila Guadalupe Martinez","Argentina",2005-02-27,NA,2023,18
"322",322,"Aug 18-22","South American Championships","EF",NA,NA,9.625,NA,NA,"Leila Guadalupe Martinez","Argentina",2005-02-27,NA,2023,18
"323",323,"Aug 18-22","South American Championships","AA",NA,9.7,11.5,NA,NA,"Leila Guadalupe Martinez","Argentina",2005-02-27,NA,2023,18
"324",324,"Dec 8-12","South American Championships","AA",13,10.65,11.15,11.55,46.35,"Leila Guadalupe Martinez","Argentina",2005-02-27,NA,2022,18
"325",325,"Oct 18-20","South American Junior Championships","EF",NA,NA,NA,12.167,NA,"Leila Guadalupe Martinez","Argentina",2005-02-27,NA,2021,18
"326",326,"Oct 18-20","South American Junior Championships","AA",12,9.4,11.65,12.1,45.15,"Leila Guadalupe Martinez","Argentina",2005-02-27,NA,2021,18
"327",327,"Aug 20-24","Argentinian Championships","EF",11.925,11.45,11.05,12.25,NA,"Leila Guadalupe Martinez","Argentina",2005-02-27,NA,2021,18
"328",328,"Aug 20-24","Argentinian Championships","AA",12.2,11.75,11.4,12.1,47.45,"Leila Guadalupe Martinez","Argentina",2005-02-27,NA,2021,18
"329",329,"May 21-25","Argentinian Club Championships","AA",12.467,10.767,12.1,11.233,46.567,"Leila Guadalupe Martinez","Argentina",2005-02-27,NA,2021,18
"330",330,"17-Nov","Argentinian Championships","EF",12.133,NA,NA,NA,NA,"Leila Guadalupe Martinez","Argentina",2005-02-27,NA,2019,18
"331",331,"17-Nov","Argentinian Championships","AA",12.3,9.433,11.933,11.433,45.1,"Leila Guadalupe Martinez","Argentina",2005-02-27,NA,2019,18
"332",332,"Jun 27-30","Argentinian Club Championships","AA",11.9,9.3,8.35,10.6,40.15,"Leila Guadalupe Martinez","Argentina",2005-02-27,NA,2019,18
"333",333,"Nov 17-19","Argentinian Championships","AA",NA,12.233,NA,NA,NA,"Meline Mesropian","Argentina",2005-06-15,NA,2023,18
"334",334,"Oct 29-Nov 6","World Championships","QF",12.633,11.766,10.966,12.133,47.498,"Meline Mesropian","Argentina",2005-06-15,NA,2023,18
"335",335,"Oct 4-8","South American Games","EF",NA,11.433,NA,NA,NA,"Meline Mesropian","Argentina",2005-06-15,NA,2023,18
"336",336,"Oct 4-8","South American Games","AA",NA,12.9,NA,NA,NA,"Meline Mesropian","Argentina",2005-06-15,NA,2023,18
"337",337,"Jul 14-17","Pan American Championships","TF",NA,12.467,9.267,12.333,NA,"Meline Mesropian","Argentina",2005-06-15,NA,2023,18
