Date,Competition,,VT,UB,BB,FX,AA,Full_Name,Nation,Birthdate,comp_year,Comp_Year
Jun 18-23,South American Championships,EF,,11.967,,,,Luna Fernandez,Argentina,23-Jun-03,,2021
Jun 18-23,South American Championships,AA,13.433,12.433,10.1,11.833,47.799,Luna Fernandez,Argentina,23-Jun-03,,2021
Jun 8-9,FIT Challenge,TF,13.133,,12.133,12.4,,Luna Fernandez,Argentina,23-Jun-03,,2021
Jun 8-9,FIT Challenge,AA,13.333,12.033,11.633,12.566,49.565,Luna Fernandez,Argentina,23-Jun-03,,2021
May 21-25,Argentinian Club Championships,AA,13.05,8.2,12,12.6,45.85,Luna Fernandez,Argentina,23-Jun-03,,2021
17-Nov,Argentinian Championships,EF,12.633*,11.433,,13,,Luna Fernandez,Argentina,23-Jun-03,,2019
17-Nov,Argentinian Championships,AA,13.567,11.667,11.233,12.633,49.1,Luna Fernandez,Argentina,23-Jun-03,,2019
Oct 17-21,South American Junior Championships,EF,12.917*,9.933,12.067,12.467,,Luna Fernandez,Argentina,23-Jun-03,,2019
Oct 17-21,South American Junior Championships,AA,12.567,12.3,12,,,Luna Fernandez,Argentina,23-Jun-03,,2019
Jun 27-30,Argentinian Club Championships,AA,13.1,11.1,12.7,12.85,49.75,Luna Fernandez,Argentina,23-Jun-03,,2019
Jun 9-16,Junior Pan American Championships,EF,12.800*,,,12.375,,Luna Fernandez,Argentina,23-Jun-03,,2019
Jun 9-16,Junior Pan American Championships,AA,13.15,11.3,12.2,12.45,49.1,Luna Fernandez,Argentina,23-Jun-03,,2019
Apr 27-29,Pacific Rim Championships,EF,,,,12.2,,Luna Fernandez,Argentina,23-Jun-03,,2019
Apr 27-29,Pacific Rim Championships,AA,13,11.1,11.35,12.45,47.9,Luna Fernandez,Argentina,23-Jun-03,,2019
Sep 29-Oct 8,South American Youth Games,EF,13.050*,12.15,,12.675,,Luna Fernandez,Argentina,23-Jun-03,,2018
Sep 29-Oct 8,South American Youth Games,AA,13.567,12,11.533,12.799,49.8,Luna Fernandez,Argentina,23-Jun-03,,2018
Sep 18-24,South American Junior Championships,EF,,11,,,,Luna Fernandez,Argentina,23-Jun-03,,2018
Sep 18-24,South American Junior Championships,AA,13.45,12.45,10.5,11.75,48.15,Luna Fernandez,Argentina,23-Jun-03,,2018
Jun 28-Jul 1,Argentinian Championships,AA,12.833,10.1,12.167,12.3,47.4,Luna Fernandez,Argentina,23-Jun-03,,2018
17-Nov,Argentinian Championships,AA,12.4,8.9,11,12.167,44.467,Aimara Gómez,Argentina,31-Aug-04,,2019
Jun 27-30,Argentinian Club Championships,AA,12.5,,11.35,11,,Aimara Gómez,Argentina,31-Aug-04,,2019
Jun 28-Jul 1,Argentinian Championships,AA,12.667,7.95,12.2,12.35,45.167,Aimara Gómez,Argentina,31-Aug-04,,2018
Nov 26-27,Top Gym Tournament,EF,12.683*,,,12.3,,Nicole Iribarne Aparicio,Argentina,1-Jan-07,,2023
Nov 26-27,Top Gym Tournament,AA,12.95,10.55,11.7,10.9,46.1,Nicole Iribarne Aparicio,Argentina,1-Jan-07,,2023
Nov 18-20,1st Spanish League,AA,12.1,11.667,,12.067,,Nicole Iribarne Aparicio,Argentina,1-Jan-07,,2023
Jul 14-17,Pan American Championships,EF,12.267*,,,,,Nicole Iribarne Aparicio,Argentina,1-Jan-07,,2023
Jul 14-17,Pan American Championships,AA,13,10.733,10.1,11.633,45.466,Nicole Iribarne Aparicio,Argentina,1-Jan-07,,2023
Apr 28-May 1,South American Junior Games,EF,12.783*,,,,,Nicole Iribarne Aparicio,Argentina,1-Jan-07,,2023
Apr 28-May 1,South American Junior Games,AA,13.133,10.867,10.6,11.967,46.567,Nicole Iribarne Aparicio,Argentina,1-Jan-07,,2023
Nov 25-Dec 5,Junior Pan American Games,EF,12.949*,,,12.133,,Nicole Iribarne Aparicio,Argentina,1-Jan-07,,2022
Nov 25-Dec 5,Junior Pan American Games,AA,13.65,10.95,10,11.85,46.45,Nicole Iribarne Aparicio,Argentina,1-Jan-07,,2022
Jun 18-20,Junior Pan American Championships,EF,12.834*,,9.667,12.467,,Nicole Iribarne Aparicio,Argentina,1-Jan-07,,2022
Jun 18-20,Junior Pan American Championships,AA,13.6,10.85,12.05,13.05,49.55,Nicole Iribarne Aparicio,Argentina,1-Jan-07,,2022
Jun 8-9,FIT Challenge,AA,11.9,10.95,11.65,12.15,46.65,Nicole Iribarne Aparicio,Argentina,1-Jan-07,,2021
Jun 27-30,Argentinian Club Championships,AA,12.167,10,11.5,12.2,45.867,Nicole Iribarne Aparicio,Argentina,1-Jan-07,,2019
Nov 17-19,Argentinian Championships,EF,,11.533,,,,Sira Macias,Argentina,26-Oct-01,,2023
Nov 17-19,Argentinian Championships,AA,,12.7,11.133,,,Sira Macias,Argentina,26-Oct-01,,2023
Oct 29-Nov 6,World Championships,QF,12.766,12.733,,12.033,,Sira Macias,Argentina,26-Oct-01,,2023
Oct 4-8,South American Games,AA,12.6,12.4,11.6,12.3,48.9,Sira Macias,Argentina,26-Oct-01,,2023
Sep 24-25,Paris Challenge Cup,QF,,11.15,,11.8,,Sira Macias,Argentina,26-Oct-01,,2023
Aug 18-22,South American Championships,EF,,12.125,,,,Sira Macias,Argentina,26-Oct-01,,2023
Aug 18-22,South American Championships,AA,12.6,12.05,11.2,12.25,48.1,Sira Macias,Argentina,26-Oct-01,,2023
Jul 14-17,Pan American Championships,TF,,13.2,,11.367,,Sira Macias,Argentina,26-Oct-01,,2023
Jul 14-17,Pan American Championships,AA,,13.033,,,,Sira Macias,Argentina,26-Oct-01,,2023
Sep 14-15,Paris Challenge Cup,EF,,,,11.7,,Sira Macias,Argentina,26-Oct-01,,2022
Sep 14-15,Paris Challenge Cup,AA,,12.65,10.45,12.65,,Sira Macias,Argentina,26-Oct-01,,2022
Sep 6-8,Szombathely Challenge Cup,EF,,11.6,,,,Sira Macias,Argentina,26-Oct-01,,2022
Sep 6-8,Szombathely Challenge Cup,AA,,12.5,11.35,10.9,,Sira Macias,Argentina,26-Oct-01,,2022
Aug 20-24,Argentinian Championships,EF,,12.15,11.1,,,Sira Macias,Argentina,26-Oct-01,,2022
Aug 20-24,Argentinian Championships,AA,13.5,12.35,12.25,11.35,49.45,Sira Macias,Argentina,26-Oct-01,,2022
Jun 18-23,South American Championships,AA,13.233,,,11.533,,Sira Macias,Argentina,26-Oct-01,,2022
Jun 8-9,FIT Challenge,TF,13.2,11.766,,12,,Sira Macias,Argentina,26-Oct-01,,2022
Jun 8-9,FIT Challenge,AA,13.633,12.4,11.6,12.466,50.099,Sira Macias,Argentina,26-Oct-01,,2022
May 21-25,Argentinian Club Championships,AA,13.25,11.65,11.9,11.95,48.75,Sira Macias,Argentina,26-Oct-01,,2022
17-Nov,Argentinian Championships,EF,,,,12.533,,Sira Macias,Argentina,26-Oct-01,,2019
17-Nov,Argentinian Championships,AA,12.1,11.2,10.567,12.567,46.433,Sira Macias,Argentina,26-Oct-01,,2019
Jun 27-30,Argentinian Club Championships,AA,,9.25,,,,Sira Macias,Argentina,26-Oct-01,,2019
Dec 8-12,South American Championships,EF,,,12.1,13.033,,Abigail Magistrati,Argentina,29-Dec-03,,2022
Dec 8-12,South American Championships,AA,13.25,10.85,12.9,12.95,49.95,Abigail Magistrati,Argentina,29-Dec-03,,2022
Jul 23-Aug 8,Olympic Games,QF,13.366,11.533,11.233,12.133,48.265,Abigail Magistrati,Argentina,29-Dec-03,,2022
Jun 4-6,Pan American Championships,EF,,,10.867,12.333,,Abigail Magistrati,Argentina,29-Dec-03,,2022
Jun 4-6,Pan American Championships,AA,11.433,11.3,13.2,12.5,48.433,Abigail Magistrati,Argentina,29-Dec-03,,2022
Oct 4-13,World Championships,QF,14.4,12.866,12,12.766,52.032,Abigail Magistrati,Argentina,29-Dec-03,,2021
Aug 20-24,Argentinian Championships,EF,,,,13.2,,Abigail Magistrati,Argentina,29-Dec-03,,2021
Aug 20-24,Argentinian Championships,AA,14,11.95,11.15,13.1,50.2,Abigail Magistrati,Argentina,29-Dec-03,,2021
Jul 26-31,Pan American Games,EF,,12.2,,12.866,,Abigail Magistrati,Argentina,29-Dec-03,,2021
Jul 26-31,Pan American Games,QF,,13,11.95,13.1,,Abigail Magistrati,Argentina,29-Dec-03,,2021
Jun 18-23,South American Championships,EF,,,12.167,11.1,,Abigail Magistrati,Argentina,29-Dec-03,,2021
Jun 18-23,South American Championships,AA,14.233,11.8,12.267,13.3,51.6,Abigail Magistrati,Argentina,29-Dec-03,,2021
May 21-25,Argentinian Club Championships,AA,13.35,12.3,13.4,12.6,51.65,Abigail Magistrati,Argentina,29-Dec-03,,2021
17-Nov,Argentinian Championships,EF,13.583*,10.467,,,,Abigail Magistrati,Argentina,29-Dec-03,,2019
17-Nov,Argentinian Championships,AA,13.433,12.1,10.133,12.033,47.7,Abigail Magistrati,Argentina,29-Dec-03,,2019
Oct 17-21,South American Junior Championships,EF,13.450*,12.067,,,,Abigail Magistrati,Argentina,29-Dec-03,,2019
Oct 17-21,South American Junior Championships,AA,10.833,13.1,12.233,11,47.166,Abigail Magistrati,Argentina,29-Dec-03,,2019
Jun 27-30,Argentinian Club Championships,AA,12.767,11.85,13.15,11.55,49.317,Abigail Magistrati,Argentina,29-Dec-03,,2019
Jun 9-16,Junior Pan American Championships,EF,,12.1,12.275,,,Abigail Magistrati,Argentina,29-Dec-03,,2019
Jun 9-16,Junior Pan American Championships,AA,12.95,11.65,12.6,11.9,49.1,Abigail Magistrati,Argentina,29-Dec-03,,2019
Apr 27-29,Pacific Rim Championships,EF,,11.85,11.7,,,Abigail Magistrati,Argentina,29-Dec-03,,2019
Apr 27-29,Pacific Rim Championships,AA,13.3,11.9,12.25,11.2,48.65,Abigail Magistrati,Argentina,29-Dec-03,,2019
Sep 29-Oct 8,South American Youth Games,EF,13.025*,12.375,,,,Abigail Magistrati,Argentina,29-Dec-03,,2018
Sep 29-Oct 8,South American Youth Games,AA,13.233,12.233,11.967,11.133,48.566,Abigail Magistrati,Argentina,29-Dec-03,,2018
Sep 18-24,South American Junior Championships,EF,13.167*,,,12.2,,Abigail Magistrati,Argentina,29-Dec-03,,2018
Sep 18-24,South American Junior Championships,AA,13.4,12.45,11.1,13.05,50,Abigail Magistrati,Argentina,29-Dec-03,,2018
Jun 28-Jul 1,Argentinian Championships,AA,12.867,9.5,10.167,11.6,44.133,Abigail Magistrati,Argentina,29-Dec-03,,2018
Nov 26-27,Top Gym Tournament,EF,12.766*,,,12.35,,Mia Giuliana Mainardi,Argentina,17-Apr-08,,2023
Nov 26-27,Top Gym Tournament,AA,13,11.7,9.866,12.1,46.666,Mia Giuliana Mainardi,Argentina,17-Apr-08,,2023
Nov 17-19,Argentinian Championships,AA,13.333,10.9,9.5,12.4,46.133,Mia Giuliana Mainardi,Argentina,17-Apr-08,,2023
Jul 14-17,Pan American Championships,EF,,11.033,10.867,12.933,,Mia Giuliana Mainardi,Argentina,17-Apr-08,,2023
Jul 14-17,Pan American Championships,AA,12.867,11.533,12.1,12.6,49.1,Mia Giuliana Mainardi,Argentina,17-Apr-08,,2023
Apr 28-May 1,South American Junior Games,EF,12.850*,11.333,11.233,12.8,,Mia Giuliana Mainardi,Argentina,17-Apr-08,,2023
Apr 28-May 1,South American Junior Games,AA,13.1,11.133,12.633,12.667,49.533,Mia Giuliana Mainardi,Argentina,17-Apr-08,,2023
Nov 11-15,South American Junior Championships,AA,12.933,11.4,11.167,13,48.5,Mia Giuliana Mainardi,Argentina,17-Apr-08,,2022
Jun 18-20,Junior Pan American Championships,AA,12.45,10.8,10.35,12.4,46,Mia Giuliana Mainardi,Argentina,17-Apr-08,,2022
Nov 17-19,Argentinian Championships,EF,,11.233,11.767,,,Leila Guadalupe Martinez,Argentina,27-Feb-05,,2023
Nov 17-19,Argentinian Championships,AA,,12.1,11.8,,,Leila Guadalupe Martinez,Argentina,27-Feb-05,,2023
Oct 29-Nov 6,World Championships,QF,12.666,,10.8,12.1,,Leila Guadalupe Martinez,Argentina,27-Feb-05,,2023
Oct 4-8,South American Games,AA,12.4,11.733,11.033,11.8,46.966,Leila Guadalupe Martinez,Argentina,27-Feb-05,,2023
Sep 24-25,Paris Challenge Cup,QF,,,11.55,,,Leila Guadalupe Martinez,Argentina,27-Feb-05,,2023
Aug 18-22,South American Championships,EF,,,9.625,,,Leila Guadalupe Martinez,Argentina,27-Feb-05,,2023
Aug 18-22,South American Championships,AA,,9.7,11.5,,,Leila Guadalupe Martinez,Argentina,27-Feb-05,,2023
Dec 8-12,South American Championships,AA,13,10.65,11.15,11.55,46.35,Leila Guadalupe Martinez,Argentina,27-Feb-05,,2022
Oct 18-20,South American Junior Championships,EF,,,,12.167,,Leila Guadalupe Martinez,Argentina,27-Feb-05,,2021
Oct 18-20,South American Junior Championships,AA,12,9.4,11.65,12.1,45.15,Leila Guadalupe Martinez,Argentina,27-Feb-05,,2021
Aug 20-24,Argentinian Championships,EF,11.925*,11.45,11.05,12.25,,Leila Guadalupe Martinez,Argentina,27-Feb-05,,2021
Aug 20-24,Argentinian Championships,AA,12.2,11.75,11.4,12.1,47.45,Leila Guadalupe Martinez,Argentina,27-Feb-05,,2021
May 21-25,Argentinian Club Championships,AA,12.467,10.767,12.1,11.233,46.567,Leila Guadalupe Martinez,Argentina,27-Feb-05,,2021
17-Nov,Argentinian Championships,EF,12.133*,,,,,Leila Guadalupe Martinez,Argentina,27-Feb-05,,2019
17-Nov,Argentinian Championships,AA,12.3,9.433,11.933,11.433,45.1,Leila Guadalupe Martinez,Argentina,27-Feb-05,,2019
Jun 27-30,Argentinian Club Championships,AA,11.9,9.3,8.35,10.6,40.15,Leila Guadalupe Martinez,Argentina,27-Feb-05,,2019
Nov 17-19,Argentinian Championships,AA,,12.233,,,,Meline Mesropian,Argentina,15-Jun-05,,2023
Oct 29-Nov 6,World Championships,QF,12.633,11.766,10.966,12.133,47.498,Meline Mesropian,Argentina,15-Jun-05,,2023
Oct 4-8,South American Games,EF,,11.433,,,,Meline Mesropian,Argentina,15-Jun-05,,2023
Oct 4-8,South American Games,AA,,12.9,,,,Meline Mesropian,Argentina,15-Jun-05,,2023
Jul 14-17,Pan American Championships,TF,,12.467,9.267,12.333,,Meline Mesropian,Argentina,15-Jun-05,,2023
Jul 14-17,Pan American Championships,AA,12.9,12.933,11.467,12,49.3,Meline Mesropian,Argentina,15-Jun-05,,2023
Dec 8-12,South American Championships,EF,,12.667,12.233,,,Meline Mesropian,Argentina,15-Jun-05,,2022
Dec 8-12,South American Championships,AA,13.45,12.6,12.75,9.65,48.45,Meline Mesropian,Argentina,15-Jun-05,,2022
Oct 18-20,South American Junior Championships,EF,,9.5,,12.433,,Meline Mesropian,Argentina,15-Jun-05,,2021
Oct 18-20,South American Junior Championships,AA,11.9,11.3,11.95,12.2,47.35,Meline Mesropian,Argentina,15-Jun-05,,2021
Aug 20-24,Argentinian Championships,EF,12.600*,,12.5,10.4,,Meline Mesropian,Argentina,15-Jun-05,,2021
Aug 20-24,Argentinian Championships,AA,13.35,10.7,12,12.15,48.2,Meline Mesropian,Argentina,15-Jun-05,,2021
Jun 8-9,FIT Challenge,TF,,12.266,,,,Meline Mesropian,Argentina,15-Jun-05,,2021
Jun 8-9,FIT Challenge,AA,13.366,12.2,12.1,11.8,49.466,Meline Mesropian,Argentina,15-Jun-05,,2021
May 21-25,Argentinian Club Championships,AA,13.033,9.6,12.133,11.933,46.7,Meline Mesropian,Argentina,15-Jun-05,,2021
17-Nov,Argentinian Championships,EF,,,11.367,11.833,,Meline Mesropian,Argentina,15-Jun-05,,2019
17-Nov,Argentinian Championships,AA,12.667,11.633,12.133,12.6,49.033,Meline Mesropian,Argentina,15-Jun-05,,2019
Aug 20-24,Argentinian Championships,AA,12.7,11.15,10.65,12.4,46.9,Felicitas Palmou,Argentina,19-May-00,,2022
Jul 3-7,Summer Universiade,QF,12.3,12,9.4,12,45.7,Felicitas Palmou,Argentina,19-May-00,,2022
Jun 8-9,FIT Challenge,AA,,9.7,11.033,12.233,,Felicitas Palmou,Argentina,19-May-00,,2022
Jun 27-30,Argentinian Club Championships,EF,,9.85,,,,Felicitas Palmou,Argentina,19-May-00,,2019
Jun 28-Jul 1,Argentinian Championships,AA,12.95,9.8,11.2,12.35,46.3,Felicitas Palmou,Argentina,19-May-00,,2018
Oct 12-16,VTB Cup,EF,,,13.3,12.4,,Felicitas Palmou,Argentina,19-May-00,,2018
Oct 12-16,VTB Cup,AA,,,,,47.3,Felicitas Palmou,Argentina,19-May-00,,2018
Nov 17-19,Argentinian Championships,EF,,11.033,12.6,,,Rocio Selene Saucedo,Argentina,28-Mar-05,,2023
Nov 17-19,Argentinian Championships,AA,,12.3,12.667,,,Rocio Selene Saucedo,Argentina,28-Mar-05,,2023
Oct 29-Nov 6,World Championships,QF,12.8,12.133,11.833,12.633,49.399,Rocio Selene Saucedo,Argentina,28-Mar-05,,2023
Oct 4-8,South American Games,EF,,,,12.167,,Rocio Selene Saucedo,Argentina,28-Mar-05,,2023
Oct 4-8,South American Games,AA,12.8,11.8,11.433,12.867,48.9,Rocio Selene Saucedo,Argentina,28-Mar-05,,2023
Sep 24-25,Paris Challenge Cup,QF,,11.75,9.25,11.85,,Rocio Selene Saucedo,Argentina,28-Mar-05,,2023
Jul 14-17,Pan American Championships,TF,12.133,,11.433,12.433,,Rocio Selene Saucedo,Argentina,28-Mar-05,,2023
Jul 14-17,Pan American Championships,AA,12.533,12.2,12.567,11.267,48.567,Rocio Selene Saucedo,Argentina,28-Mar-05,,2023
Dec 8-12,South American Championships,EF,,,,12.367,,Rocio Selene Saucedo,Argentina,28-Mar-05,,2022
Dec 8-12,South American Championships,AA,13.4,12.15,10.65,12.65,48.85,Rocio Selene Saucedo,Argentina,28-Mar-05,,2022
Jun 4-6,Pan American Championships,AA,12.4,11.033,,10.267,,Rocio Selene Saucedo,Argentina,28-Mar-05,,2022
Aug 20-24,Argentinian Championships,EF,,11.95,12.45,10.6,,Rocio Selene Saucedo,Argentina,28-Mar-05,,2021
Aug 20-24,Argentinian Championships,AA,12.1,11,12.25,12,47.35,Rocio Selene Saucedo,Argentina,28-Mar-05,,2021
Jun 24-30,Junior World Championships,AA,13.233,11.608,11.1,12.266,48.207,Rocio Selene Saucedo,Argentina,28-Mar-05,,2021
Jun 8-9,FIT Challenge,TF,13.3,,11.133,,,Rocio Selene Saucedo,Argentina,28-Mar-05,,2021
Jun 8-9,FIT Challenge,AA,13.533,10.566,12.266,10.966,47.331,Rocio Selene Saucedo,Argentina,28-Mar-05,,2021
May 21-25,Argentinian Club Championships,AA,11.867,10.267,12.033,12.3,46.467,Rocio Selene Saucedo,Argentina,28-Mar-05,,2021
Nov 24-25,Top Gym Tournament,EF,,7.85,,12.35,,Rocio Selene Saucedo,Argentina,28-Mar-05,,2019
Nov 24-25,Top Gym Tournament,AA,12.4,10.7,10,11.3,44.4,Rocio Selene Saucedo,Argentina,28-Mar-05,,2019
Nov 16-18,Elite Gym Massilia,AA,11.95,11.367,10.167,11.433,44.917,Rocio Selene Saucedo,Argentina,28-Mar-05,,2019
Jun 27-30,Argentinian Club Championships,AA,11.033,9.3,11.75,10.8,42.883,Rocio Selene Saucedo,Argentina,28-Mar-05,,2019
Aug 18-22,South American Championships,EF,,,,11.825,,Amika Chaeli Every,Aruba,30-Nov-05,,2023
Aug 18-22,South American Championships,AA,11.3,9.5,8.5,12.1,41.4,Amika Chaeli Every,Aruba,30-Nov-05,,2023
Jul 14-17,Pan American Championships,AA,11.733,9.433,10.867,10.733,42.466,Amika Chaeli Every,Aruba,30-Nov-05,,2023
Dec 8-12,South American Championships,AA,11,8.45,11,6.7,37.15,Amika Chaeli Every,Aruba,30-Nov-05,,2022
Oct 29-Nov 6,World Championships,QF,13,13.4,,11.133,,Georgia-Rose Brown,Australia,22-Jan-95,,2023
May 21-23,Australian Championships,QF,13.733,13.625,12.325,12.425,52.108,Georgia-Rose Brown,Australia,22-Jan-95,,2022
Mar 12-13,Baku World Cup,QF,,13.9,11.366,12.6,,Georgia-Rose Brown,Australia,22-Jan-95,,2021
Feb 20-23,Melbourne World Cup,EF,,13.466,,,,Georgia-Rose Brown,Australia,22-Jan-95,,2021
Feb 20-23,Melbourne World Cup,QF,,13.266,,,,Georgia-Rose Brown,Australia,22-Jan-95,,2021
Dec 14-15,Toyota International,EF,,13.333,12.366,12.833,,Georgia-Rose Brown,Australia,22-Jan-95,,2020
Nov 21-24,Cottbus World Cup,QF,,13.466,12.566,,,Georgia-Rose Brown,Australia,22-Jan-95,,2020
Oct 4-13,World Championships,QF,13.566,13.633,,13.3,40.499,Georgia-Rose Brown,Australia,22-Jan-95,,2020
Sep 15-18,Australian Classic,AA,13.8,12.533,12.933,12.733,51.999,Georgia-Rose Brown,Australia,22-Jan-95,,2020
Sep 15-18,Australian Classic,QF,13.8,14,11.966,13.133,52.899,Georgia-Rose Brown,Australia,22-Jan-95,,2020
Jun 8-9,FIT Challenge,TF,,,11.533,,,Georgia-Rose Brown,Australia,22-Jan-95,,2020
Jun 8-9,FIT Challenge,AA,13.7,13.5,11.533,12.4,51.133,Georgia-Rose Brown,Australia,22-Jan-95,,2020
May 20-26,Australian Championships,AA,13.775,13.3,12.65,12.85,52.575,Georgia-Rose Brown,Australia,22-Jan-95,,2020
May 20-26,Australian Championships,QF,13.75,13.65,12.975,12.7,53.075,Georgia-Rose Brown,Australia,22-Jan-95,,2020
Mar 14-17,Baku World Cup,EF,,13.566,,,,Georgia-Rose Brown,Australia,22-Jan-95,,2020
Mar 14-17,Baku World Cup,QF,,13.633,12.266,11.733,,Georgia-Rose Brown,Australia,22-Jan-95,,2020
Feb 21-24,Melbourne World Cup,EF,,13.366,,,,Georgia-Rose Brown,Australia,22-Jan-95,,2020
Feb 21-24,Melbourne World Cup,QF,13.083*,13.633,,,,Georgia-Rose Brown,Australia,22-Jan-95,,2020
Oct 25-Nov 3,World Championships,QF,13.466,13.4,11.133,12.366,50.365,Georgia-Rose Brown,Australia,22-Jan-95,,2019
Sep 14-17,Australian Classic,D2,13.775,13.625,12.6,12.75,52.75,Georgia-Rose Brown,Australia,22-Jan-95,,2019
Sep 14-17,Australian Classic,D1,13.65,13.8,13.3,12.05,52.8,Georgia-Rose Brown,Australia,22-Jan-95,,2019
Apr 5-9,Commonwealth Games,EF,,13.233,13.066,13.1,,Georgia-Rose Brown,Australia,22-Jan-95,,2019
Apr 5-9,Commonwealth Games,AA,13.6,13.7,12.75,12.95,53,Georgia-Rose Brown,Australia,22-Jan-95,,2019
Apr 5-9,Commonwealth Games,QF,13.6,14,12.65,12.45,52.7,Georgia-Rose Brown,Australia,22-Jan-95,,2019
Feb 22-26,Melbourne World Cup,EF,,12.1,,,,Georgia-Rose Brown,Australia,22-Jan-95,,2019
Feb 22-26,Melbourne World Cup,QF,,13.233,,,,Georgia-Rose Brown,Australia,22-Jan-95,,2019
May 22-28,Australian Championships,EF,,12.6,12.5,12.975,,Georgia-Rose Brown,Australia,22-Jan-95,,2018
May 22-28,Australian Championships,AA,13.575,13.8,13.425,12.825,53.625,Georgia-Rose Brown,Australia,22-Jan-95,,2018
May 22-28,Australian Championships,QF,13.5,13.55,12.5,13.225,52.775,Georgia-Rose Brown,Australia,22-Jan-95,,2018
Mar 22-25,Doha World Cup,EF,,13.033,,,,Georgia-Rose Brown,Australia,22-Jan-95,,2018
Mar 22-25,Doha World Cup,QF,,13.2,,,,Georgia-Rose Brown,Australia,22-Jan-95,,2018
Mar 16-19,Baku World Cup,EF,,13.366,,,,Georgia-Rose Brown,Australia,22-Jan-95,,2018
Mar 16-19,Baku World Cup,QF,,13,,,,Georgia-Rose Brown,Australia,22-Jan-95,,2018
Feb 22-25,Melbourne World Cup,EF,,13.066,,,,Georgia-Rose Brown,Australia,22-Jan-95,,2018
Feb 22-25,Melbourne World Cup,QF,,11.533,,,,Georgia-Rose Brown,Australia,22-Jan-95,,2018
Dec 10-11,Toyota International,EF,,12.8,12.7,13.5,,Georgia-Rose Brown,Australia,22-Jan-95,,2017
May 23-Jun 4,Australian Championships,EF,,13.475,13.475,13.55,,Georgia-Rose Brown,Australia,22-Jan-95,,2017
May 23-Jun 4,Australian Championships,AA,14.125,13.875,13.45,13.625,55.075,Georgia-Rose Brown,Australia,22-Jan-95,,2017
May 23-Jun 4,Australian Championships,QF,14.4,13.9,13.525,13.3,55.125,Georgia-Rose Brown,Australia,22-Jan-95,,2017
Apr 16-18,Olympic Test Event,AA,13.966,13.666,13.066,13,53.698,Georgia-Rose Brown,Australia,22-Jan-95,,2017
Apr 8-10,Pacific Rim Championships,EF,,,,13.825,,Georgia-Rose Brown,Australia,22-Jan-95,,2017
Apr 8-10,Pacific Rim Championships,AA,14.1,11.4,13.35,13.55,52.4,Georgia-Rose Brown,Australia,22-Jan-95,,2017
Aug 7-8,Australia-China Friendly,EF,,14.1,12.525,,,Georgia-Rose Brown,Australia,22-Jan-95,,2016
Aug 7-8,Australia-China Friendly,AA,14.225,14.225,12.6,12.375,53.425,Georgia-Rose Brown,Australia,22-Jan-95,,2016
Jul 3-14,Summer Universiade,EF,,13.166,,,,Georgia-Rose Brown,Australia,22-Jan-95,,2016
Jul 3-14,Summer Universiade,QF,13.8,13.8,11.1,,,Georgia-Rose Brown,Australia,22-Jan-95,,2016
Oct 3-12,World Championships,AA,14.066,12.3,13.5,12.966,52.832,Georgia-Rose Brown,Australia,22-Jan-95,,2015
Oct 3-12,World Championships,TF,14.233,13.9,13.766,12.9,54.799,Georgia-Rose Brown,Australia,22-Jan-95,,2015
